timestamp;from;to;reachable;from_lat;from_lon;to_lat;to_lon
2024-04-26T15:45:04.261915;Lancy;Mulhouse;TRUE;46.18596;6.124929;47.741954;7.343072
2024-04-26T15:46:06.449620;Lancy;Nancy;TRUE;46.18596;6.124929;48.689815;6.174208
2024-04-26T15:44:50.312320;Lancy;Neuchâtel;TRUE;46.18596;6.124929;46.996727;6.935713
2024-04-26T15:45:33.572024;Lancy;Pontarlier;TRUE;46.18596;6.124929;46.901268;6.351444
2024-04-26T15:45:07.124792;Lancy;Saint-Julien-en-Genevois;TRUE;46.18596;6.124929;46.141941;6.085568
2024-04-26T15:44:46.219590;Lancy;Schaffhausen;TRUE;46.18596;6.124929;47.69828;8.632748
2024-04-26T15:44:51.033711;Lancy;Sion;TRUE;46.18596;6.124929;46.227553;7.359183
2024-04-26T15:45:01.738876;Lancy;Strasbourg;TRUE;46.18596;6.124929;48.585095;7.735153
2024-04-27T12:07:25.871978;Lancy;Thionville;TRUE;46.18596;6.124929;49.333256;6.151969
2024-04-26T15:45:05.363350;Lancy;Thonon-les-Bains;TRUE;46.18596;6.124929;46.368968;6.481965
2024-04-26T15:44:41.111986;Lancy;Thun;TRUE;46.18596;6.124929;46.75485;7.629608
2024-04-26T15:44:52.855852;Lancy;Uster;TRUE;46.18596;6.124929;47.350364;8.718713
2024-04-26T15:45:49.850713;Lancy;Valence;TRUE;46.18596;6.124929;44.927745;4.893376
2024-04-27T12:08:03.682493;Lancy;Verbier;TRUE;46.18596;6.124929;46.093622;7.233661
2024-04-27T12:08:04.599551;Lancy;Vevey;TRUE;46.18596;6.124929;46.463002;6.843443
2024-04-27T12:07:54.977397;Lancy;Vienne;TRUE;46.18596;6.124929;45.521088;4.874366
2024-04-26T15:44:55.552962;Lancy;Yverdon-les-Bains;TRUE;46.18596;6.124929;46.78155;6.640943
2024-04-26T15:44:30.448970;Lancy;Zürich;TRUE;46.18596;6.124929;47.377847;8.540502
2024-04-29T17:56:30.201492;Nancy;Annecy;TRUE;48.689815;6.174208;45.902139;6.121605
2024-04-29T17:56:45.824202;Nancy;Annemasse;TRUE;48.689815;6.174208;46.199355;6.236394
2024-04-27T13:32:35.454685;Nancy;Basel;TRUE;48.689815;6.174208;47.547412;7.589577
2024-04-29T17:57:25.065035;Nancy;Belfort;TRUE;48.689815;6.174208;47.633374;6.853654
2024-04-29T17:57:15.213356;Nancy;Bellegarde-sur-Valserine;TRUE;48.689815;6.174208;46.110945;5.825947
2024-04-27T13:33:23.892991;Nancy;Bern;TRUE;48.689815;6.174208;46.948832;7.439136
2024-04-29T17:57:27.808639;Nancy;Besançon;TRUE;48.689815;6.174208;47.247349;6.022024
2024-04-27T13:33:54.719056;Nancy;Biel/Bienne;TRUE;48.689815;6.174208;47.132902;7.242918
2024-04-29T17:57:43.774963;Nancy;Bourg-en-Bresse;TRUE;48.689815;6.174208;46.199963;5.214758
2024-04-29T17:56:57.286079;Nancy;Chambéry;TRUE;48.689815;6.174208;45.571531;5.919711
2024-04-27T13:35:00.070263;Nancy;Chur;TRUE;48.689815;6.174208;46.853078;9.528939
2024-04-29T17:58:15.099185;Nancy;Colmar;TRUE;48.689815;6.174208;48.072472;7.346578
2024-04-29T17:57:36.403074;Nancy;Dijon;TRUE;48.689815;6.174208;47.322954;5.026144
2024-04-27T13:35:51.454693;Nancy;Emmen;TRUE;48.689815;6.174208;47.070593;8.282565
2024-04-29T17:57:22.587205;Nancy;Évian-les-Bains;TRUE;48.689815;6.174208;46.397777;6.577758
2024-04-27T13:34:34.856786;Nancy;Fribourg;TRUE;48.689815;6.174208;46.803151;7.151052
2024-04-27T13:32:50.214302;Nancy;Geneva;TRUE;48.689815;6.174208;46.210228;6.142435
2024-04-29T17:58:00.166430;Nancy;Grenoble;TRUE;48.689815;6.174208;45.191238;5.714087
2024-04-27T13:34:18.889038;Nancy;Köniz;TRUE;48.689815;6.174208;46.924606;7.414912
2024-04-27T13:34:32.523474;Nancy;La Chaux-de-Fonds;TRUE;48.689815;6.174208;47.09838;6.825994
2024-04-27T13:36:07.028901;Nancy;Lancy;TRUE;48.689815;6.174208;46.18596;6.124929
2024-04-27T13:32:56.144712;Nancy;Lausanne;TRUE;48.689815;6.174208;46.516795;6.629087
2024-04-29T17:58:20.951254;Nancy;Lons-le-Saunier;TRUE;48.689815;6.174208;46.668494;5.551308
2024-04-27T13:33:36.691104;Nancy;Lucerne;TRUE;48.689815;6.174208;47.050174;8.310185
2024-04-27T13:33:42.632709;Nancy;Lugano;TRUE;48.689815;6.174208;46.005494;8.946993
2024-04-29T17:57:49.811920;Nancy;Lyon;TRUE;48.689815;6.174208;45.76062;4.859965
2024-04-29T17:58:14.731062;Nancy;Metz;TRUE;48.689815;6.174208;49.109389;6.177838
2024-04-29T17:57:24.326497;Nancy;Montbéliard;TRUE;48.689815;6.174208;47.510602;6.801613
2024-04-29T17:56:17.464831;Nancy;Mulhouse;TRUE;48.689815;6.174208;47.741954;7.343072
2024-04-29T17:58:14.784172;Nancy;Nancy;FALSE;;;;
2024-04-27T13:35:13.051622;Nancy;Neuchâtel;TRUE;48.689815;6.174208;46.996727;6.935713
2024-04-29T17:57:34.797867;Nancy;Pontarlier;TRUE;48.689815;6.174208;46.901268;6.351444
2024-04-29T17:57:06.000720;Nancy;Saint-Julien-en-Genevois;TRUE;48.689815;6.174208;46.141941;6.085568
2024-04-27T13:34:47.112287;Nancy;Schaffhausen;TRUE;48.689815;6.174208;47.69828;8.632748
2024-04-29T17:56:04.072853;Nancy;Sion;TRUE;48.689815;6.174208;46.227553;7.359183
2024-04-29T17:56:17.221197;Nancy;Strasbourg;TRUE;48.689815;6.174208;48.585095;7.735153
2024-04-29T17:58:14.393415;Nancy;Thionville;TRUE;48.689815;6.174208;49.333256;6.151969
2024-04-29T17:56:39.183508;Nancy;Thonon-les-Bains;TRUE;48.689815;6.174208;46.368968;6.481965
2024-04-27T13:34:06.493379;Nancy;Thun;TRUE;48.689815;6.174208;46.75485;7.629608
2024-04-29T17:56:05.851157;Nancy;Uster;TRUE;48.689815;6.174208;47.350364;8.718713
2024-04-29T17:58:12.824971;Nancy;Valence;TRUE;48.689815;6.174208;44.927745;4.893376
2024-04-27T13:36:21.150138;Nancy;Yverdon-les-Bains;TRUE;48.689815;6.174208;46.78155;6.640943
2024-04-29T17:55:33.539365;Nancy;Zürich;TRUE;48.689815;6.174208;47.377847;8.540502
2024-04-27T12:21:13.348677;Annecy;Annecy;FALSE;;;;
2024-04-27T12:21:14.103577;Annecy;Annemasse;TRUE;45.902139;6.121605;46.199355;6.236394
2024-04-27T12:20:29.980156;Annecy;Basel;TRUE;45.902139;6.121605;47.547412;7.589577
2024-04-27T12:21:27.019493;Annecy;Belfort;TRUE;45.902139;6.121605;47.633374;6.853654
2024-04-27T12:21:15.644319;Annecy;Bellegarde-sur-Valserine;TRUE;45.902139;6.121605;46.110945;5.825947
2024-04-27T12:20:33.456036;Annecy;Bern;TRUE;45.902139;6.121605;46.948832;7.439136
2024-04-27T12:21:30.599867;Annecy;Besançon;TRUE;45.902139;6.121605;47.247349;6.022024
2024-04-27T12:20:42.075190;Annecy;Biel/Bienne;TRUE;45.902139;6.121605;47.132902;7.242918
2024-04-27T12:21:39.605624;Annecy;Bourg-en-Bresse;TRUE;45.902139;6.121605;46.199963;5.214758
2024-04-27T12:22:19.240901;Annecy;Chalon-sur-Saône;TRUE;45.902139;6.121605;46.781779;4.843397
2024-04-27T12:21:14.611771;Annecy;Chambéry;TRUE;45.902139;6.121605;45.571531;5.919711
2024-04-27T12:20:55.270744;Annecy;Chur;TRUE;45.902139;6.121605;46.853078;9.528939
2024-04-27T12:22:12.172718;Annecy;Colmar;TRUE;45.902139;6.121605;48.072472;7.346578
2024-04-27T12:21:38.683052;Annecy;Dijon;TRUE;45.902139;6.121605;47.322954;5.026144
2024-04-27T12:21:02.239745;Annecy;Emmen;TRUE;45.902139;6.121605;47.070593;8.282565
2024-04-27T12:21:16.050808;Annecy;Évian-les-Bains;TRUE;45.902139;6.121605;46.397777;6.577758
2024-04-27T12:20:47.192777;Annecy;Fribourg;TRUE;45.902139;6.121605;46.803151;7.151052
2024-04-27T12:20:30.379023;Annecy;Geneva;TRUE;45.902139;6.121605;46.210228;6.142435
2024-04-27T12:22:23.127431;Annecy;Gland;TRUE;45.902139;6.121605;46.419998;6.269128
2024-04-27T12:21:40.621241;Annecy;Grenoble;TRUE;45.902139;6.121605;45.191238;5.714087
2024-04-27T12:20:44.526685;Annecy;Köniz;TRUE;45.902139;6.121605;46.924606;7.414912
2024-04-27T12:20:46.368663;Annecy;La Chaux-de-Fonds;TRUE;45.902139;6.121605;47.09838;6.825994
2024-04-27T12:21:02.738139;Annecy;Lancy;TRUE;45.902139;6.121605;46.18596;6.124929
2024-04-27T12:20:30.999176;Annecy;Lausanne;TRUE;45.902139;6.121605;46.516795;6.629087
2024-04-27T12:22:15.444526;Annecy;Lons-le-Saunier;TRUE;45.902139;6.121605;46.668494;5.551308
2024-04-27T12:20:35.718674;Annecy;Lucerne;TRUE;45.902139;6.121605;47.050174;8.310185
2024-04-27T12:20:40.435459;Annecy;Lugano;TRUE;45.902139;6.121605;46.005494;8.946993
2024-04-27T12:21:40.210791;Annecy;Lyon;TRUE;45.902139;6.121605;45.76062;4.859965
2024-04-27T12:22:19.953616;Annecy;Martigny;TRUE;45.902139;6.121605;46.105829;7.079108
2024-04-27T12:22:01.512771;Annecy;Metz;TRUE;45.902139;6.121605;49.109389;6.177838
2024-04-27T12:21:22.507191;Annecy;Montbéliard;TRUE;45.902139;6.121605;47.510602;6.801613
2024-04-27T12:22:22.207578;Annecy;Montreux;TRUE;45.902139;6.121605;46.435887;6.910438
2024-04-27T12:21:13.291434;Annecy;Mulhouse;TRUE;45.902139;6.121605;47.741954;7.343072
2024-04-27T12:22:07.977369;Annecy;Nancy;TRUE;45.902139;6.121605;48.689815;6.174208
2024-04-27T12:20:56.507042;Annecy;Neuchâtel;TRUE;45.902139;6.121605;46.996727;6.935713
2024-04-27T12:21:35.424230;Annecy;Pontarlier;TRUE;45.902139;6.121605;46.901268;6.351444
2024-04-27T12:21:15.038830;Annecy;Saint-Julien-en-Genevois;TRUE;45.902139;6.121605;46.141941;6.085568
2024-04-27T12:20:50.664548;Annecy;Schaffhausen;TRUE;45.902139;6.121605;47.69828;8.632748
2024-04-27T12:20:57.421091;Annecy;Sion;TRUE;45.902139;6.121605;46.227553;7.359183
2024-04-27T12:21:08.590668;Annecy;Strasbourg;TRUE;45.902139;6.121605;48.585095;7.735153
2024-04-27T12:21:55.582941;Annecy;Thionville;TRUE;45.902139;6.121605;49.333256;6.151969
2024-04-27T12:21:13.795373;Annecy;Thonon-les-Bains;TRUE;45.902139;6.121605;46.368968;6.481965
2024-04-27T12:20:43.392610;Annecy;Thun;TRUE;45.902139;6.121605;46.75485;7.629608
2024-04-27T12:20:59.727648;Annecy;Uster;TRUE;45.902139;6.121605;47.350364;8.718713
2024-04-27T12:21:41.240376;Annecy;Valence;TRUE;45.902139;6.121605;44.927745;4.893376
2024-04-27T12:22:21.597951;Annecy;Verbier;TRUE;45.902139;6.121605;46.093622;7.233661
2024-04-27T12:22:22.718698;Annecy;Vevey;TRUE;45.902139;6.121605;46.463002;6.843443
2024-04-27T12:22:16.054079;Annecy;Vienne;TRUE;45.902139;6.121605;45.521088;4.874366
2024-04-27T12:21:03.464431;Annecy;Yverdon-les-Bains;TRUE;45.902139;6.121605;46.781195;6.640241
2024-04-27T12:20:32.547863;Annecy;Zürich;TRUE;45.902139;6.121605;47.377847;8.540502
2024-04-27T12:26:38.090588;Annemasse;Annecy;TRUE;46.199355;6.236394;45.902139;6.121605
2024-04-27T12:26:38.452557;Annemasse;Annemasse;FALSE;;;;
2024-04-27T12:26:00.734034;Annemasse;Basel;TRUE;46.199355;6.236394;47.547412;7.589577
2024-04-27T12:26:52.552630;Annemasse;Belfort;TRUE;46.199355;6.236394;47.633374;6.853654
2024-04-27T12:26:40.242131;Annemasse;Bellegarde-sur-Valserine;TRUE;46.199355;6.236394;46.110945;5.825947
2024-04-27T12:26:03.691005;Annemasse;Bern;TRUE;46.199355;6.236394;46.948832;7.439136
2024-04-27T12:26:57.887209;Annemasse;Besançon;TRUE;46.199355;6.236394;47.247349;6.022024
2024-04-27T12:26:11.180682;Annemasse;Biel/Bienne;TRUE;46.199355;6.236394;47.132902;7.242918
2024-04-27T12:27:09.533725;Annemasse;Bourg-en-Bresse;TRUE;46.199355;6.236394;46.199963;5.214758
2024-04-27T12:28:01.770541;Annemasse;Chalon-sur-Saône;TRUE;46.199355;6.236394;46.781779;4.843397
2024-04-27T12:26:39.530099;Annemasse;Chambéry;TRUE;46.199355;6.236394;45.571531;5.919711
2024-04-27T12:26:22.231516;Annemasse;Chur;TRUE;46.199355;6.236394;46.853078;9.528939
2024-04-27T12:27:49.479513;Annemasse;Colmar;TRUE;46.199355;6.236394;48.072472;7.346578
2024-04-27T12:27:07.905358;Annemasse;Dijon;TRUE;46.199355;6.236394;47.322954;5.026144
2024-04-27T12:26:28.282319;Annemasse;Emmen;TRUE;46.199355;6.236394;47.070593;8.282565
2024-04-27T12:26:40.549122;Annemasse;Évian-les-Bains;TRUE;46.199355;6.236394;46.397777;6.577758
2024-04-27T12:26:16.080556;Annemasse;Fribourg;TRUE;46.199355;6.236394;46.803151;7.151052
2024-04-27T12:26:01.125597;Annemasse;Geneva;TRUE;46.199355;6.236394;46.210228;6.142435
2024-04-27T12:28:05.033637;Annemasse;Gland;TRUE;46.199355;6.236394;46.419998;6.269128
2024-04-27T12:27:12.710795;Annemasse;Grenoble;TRUE;46.199355;6.236394;45.191238;5.714087
2024-04-27T12:26:13.423207;Annemasse;Köniz;TRUE;46.199355;6.236394;46.924606;7.414912
2024-04-27T12:26:15.581163;Annemasse;La Chaux-de-Fonds;TRUE;46.199355;6.236394;47.09838;6.825994
2024-04-27T12:26:28.671142;Annemasse;Lancy;TRUE;46.199355;6.236394;46.18596;6.124929
2024-04-27T12:26:01.538733;Annemasse;Lausanne;TRUE;46.199355;6.236394;46.516795;6.629087
2024-04-27T12:27:53.984669;Annemasse;Lons-le-Saunier;TRUE;46.199355;6.236394;46.668494;5.551308
2024-04-27T12:26:05.443504;Annemasse;Lucerne;TRUE;46.199355;6.236394;47.050174;8.310185
2024-04-27T12:26:09.641393;Annemasse;Lugano;TRUE;46.199355;6.236394;46.005494;8.946993
2024-04-27T12:27:11.266317;Annemasse;Lyon;TRUE;46.199355;6.236394;45.76062;4.859965
2024-04-27T12:28:02.274859;Annemasse;Martigny;TRUE;46.199355;6.236394;46.105829;7.079108
2024-04-27T12:27:37.089470;Annemasse;Metz;TRUE;46.199355;6.236394;49.109389;6.177838
2024-04-27T12:26:46.412323;Annemasse;Montbéliard;TRUE;46.199355;6.236394;47.510602;6.801613
2024-04-27T12:28:04.216876;Annemasse;Montreux;TRUE;46.199355;6.236394;46.435887;6.910438
2024-04-27T12:26:37.705695;Annemasse;Mulhouse;TRUE;46.199355;6.236394;47.741954;7.343072
2024-04-27T12:27:45.219611;Annemasse;Nancy;TRUE;46.199355;6.236394;48.689815;6.174208
2024-04-27T12:26:23.157392;Annemasse;Neuchâtel;TRUE;46.199355;6.236394;46.996727;6.935713
2024-04-27T12:27:02.768674;Annemasse;Pontarlier;TRUE;46.199355;6.236394;46.901268;6.351444
2024-04-27T12:26:39.843328;Annemasse;Saint-Julien-en-Genevois;TRUE;46.199355;6.236394;46.141941;6.085568
2024-04-27T12:26:19.362951;Annemasse;Schaffhausen;TRUE;46.199355;6.236394;47.69828;8.632748
2024-04-27T12:26:23.865082;Annemasse;Sion;TRUE;46.199355;6.236394;46.227553;7.359183
2024-04-27T12:26:33.909748;Annemasse;Strasbourg;TRUE;46.199355;6.236394;48.585095;7.735153
2024-04-27T12:27:29.625175;Annemasse;Thionville;TRUE;46.199355;6.236394;49.333256;6.151969
2024-04-27T12:26:38.396443;Annemasse;Thonon-les-Bains;TRUE;46.199355;6.236394;46.368968;6.481965
2024-04-27T12:26:12.297059;Annemasse;Thun;TRUE;46.199355;6.236394;46.75485;7.629608
2024-04-27T12:26:26.225809;Annemasse;Uster;TRUE;46.199355;6.236394;47.350364;8.718713
2024-04-27T12:27:15.172960;Annemasse;Valence;TRUE;46.199355;6.236394;44.927745;4.893376
2024-04-27T12:28:03.719328;Annemasse;Verbier;TRUE;46.199355;6.236394;46.093622;7.233661
2024-04-27T12:28:04.624220;Annemasse;Vevey;TRUE;46.199355;6.236394;46.463002;6.843443
2024-04-27T12:27:56.642303;Annemasse;Vienne;TRUE;46.199355;6.236394;45.521088;4.874366
2024-04-27T12:26:29.190958;Annemasse;Yverdon-les-Bains;TRUE;46.199355;6.236394;46.781195;6.640241
2024-04-27T12:26:02.845741;Annemasse;Zürich;TRUE;46.199355;6.236394;47.377847;8.540502
2024-04-26T14:42:26.262189;Basel;Annecy;TRUE;47.547412;7.589577;45.902139;6.121605
2024-04-26T14:42:33.607442;Basel;Annemasse;TRUE;47.547412;7.589577;46.199355;6.236394
2024-04-26T14:41:56.016379;Basel;Basel;FALSE;;;;
2024-04-26T14:42:57.719474;Basel;Belfort;TRUE;47.547412;7.589577;47.633374;6.853654
2024-04-26T14:42:49.259809;Basel;Bellegarde-sur-Valserine;TRUE;47.547412;7.589577;46.110945;5.825947
2024-04-26T14:42:01.086143;Basel;Bern;TRUE;47.547412;7.589577;46.948832;7.439136
2024-04-26T14:43:00.986394;Basel;Besançon;TRUE;47.547412;7.589577;47.247349;6.022024
2024-04-26T14:42:04.837751;Basel;Biel/Bienne;TRUE;47.547412;7.589577;47.132902;7.242918
2024-04-26T14:43:16.514817;Basel;Bourg-en-Bresse;TRUE;47.547412;7.589577;46.199963;5.214758
2024-04-26T14:44:17.438316;Basel;Chalon-sur-Saône;TRUE;47.547412;7.589577;46.781779;4.843397
2024-04-26T14:42:40.363120;Basel;Chambéry;TRUE;47.547412;7.589577;45.571531;5.919711
2024-04-26T14:42:11.800521;Basel;Chur;TRUE;47.547412;7.589577;46.853078;9.528939
2024-04-26T14:43:57.947546;Basel;Colmar;TRUE;47.547412;7.589577;48.072472;7.346578
2024-04-26T14:43:09.847081;Basel;Dijon;TRUE;47.547412;7.589577;47.322954;5.026144
2024-04-26T14:42:16.294353;Basel;Emmen;TRUE;47.547412;7.589577;47.070593;8.282565
2024-04-26T14:42:54.456819;Basel;Évian-les-Bains;TRUE;47.547412;7.589577;46.397777;6.577758
2024-04-26T14:42:08.963407;Basel;Fribourg;TRUE;47.547412;7.589577;46.803151;7.151052
2024-04-26T14:41:58.123672;Basel;Geneva;TRUE;47.547412;7.589577;46.210228;6.142435
2024-04-26T14:44:30.127623;Basel;Gland;TRUE;47.547412;7.589577;46.419998;6.269128
2024-04-26T14:43:30.659361;Basel;Grenoble;TRUE;47.547412;7.589577;45.191238;5.714087
2024-04-26T14:42:06.379285;Basel;Köniz;TRUE;47.547412;7.589577;46.924606;7.414912
2024-04-26T14:42:08.006138;Basel;La Chaux-de-Fonds;TRUE;47.547412;7.589577;47.09838;6.825994
2024-04-26T14:42:18.995952;Basel;Lancy;TRUE;47.547412;7.589577;46.18596;6.124929
2024-04-26T14:42:00.147876;Basel;Lausanne;TRUE;47.547412;7.589577;46.516795;6.629087
2024-04-26T14:44:04.820072;Basel;Lons-le-Saunier;TRUE;47.547412;7.589577;46.668494;5.551308
2024-04-26T14:42:01.750816;Basel;Lucerne;TRUE;47.547412;7.589577;47.050174;8.310185
2024-04-26T14:42:04.257868;Basel;Lugano;TRUE;47.547412;7.589577;46.005494;8.946993
2024-04-26T14:43:23.771816;Basel;Lyon;TRUE;47.547412;7.589577;45.76062;4.859965
2024-04-26T14:44:19.445648;Basel;Martigny;TRUE;47.547412;7.589577;46.105829;7.079108
2024-04-26T14:43:52.524939;Basel;Metz;TRUE;47.547412;7.589577;49.109389;6.177838
2024-04-26T14:42:56.552513;Basel;Montbéliard;TRUE;47.547412;7.589577;47.510602;6.801613
2024-04-26T14:44:25.468872;Basel;Montreux;TRUE;47.547412;7.589577;46.435887;6.910438
2024-04-26T14:42:21.548059;Basel;Mulhouse;TRUE;47.547412;7.589577;47.741954;7.343072
2024-04-26T14:43:57.356325;Basel;Nancy;TRUE;47.547412;7.589577;48.689815;6.174208
2024-04-26T14:42:12.749212;Basel;Neuchâtel;TRUE;47.547412;7.589577;46.996727;6.935713
2024-04-26T14:43:06.833879;Basel;Pontarlier;TRUE;47.547412;7.589577;46.901268;6.351444
2024-04-26T14:42:44.353790;Basel;Saint-Julien-en-Genevois;TRUE;47.547412;7.589577;46.141941;6.085568
2024-04-26T14:42:09.944285;Basel;Schaffhausen;TRUE;47.547412;7.589577;47.69828;8.632748
2024-04-26T14:42:14.609933;Basel;Sion;TRUE;47.547412;7.589577;46.227553;7.359183
2024-04-26T14:42:21.166161;Basel;Strasbourg;TRUE;47.547412;7.589577;48.585095;7.735153
2024-04-26T14:43:49.506084;Basel;Thionville;TRUE;47.547412;7.589577;49.333256;6.151969
2024-04-26T14:42:30.646887;Basel;Thonon-les-Bains;TRUE;47.547412;7.589577;46.368968;6.481965
2024-04-26T14:42:05.618129;Basel;Thun;TRUE;47.547412;7.589577;46.75485;7.629608
2024-04-26T14:42:15.476129;Basel;Uster;TRUE;47.547412;7.589577;47.350364;8.718713
2024-04-26T14:43:37.898502;Basel;Valence;TRUE;47.547412;7.589577;44.927745;4.893376
2024-04-26T14:44:22.995969;Basel;Verbier;TRUE;47.547412;7.589577;46.093622;7.233661
2024-04-26T14:44:27.723177;Basel;Vevey;TRUE;47.547412;7.589577;46.463002;6.843443
2024-04-26T14:44:12.366554;Basel;Vienne;TRUE;47.547412;7.589577;45.521088;4.874366
2024-04-26T14:42:20.167244;Basel;Yverdon-les-Bains;TRUE;47.547412;7.589577;46.78155;6.640943
2024-04-26T14:42:00.578946;Basel;Zürich;TRUE;47.547412;7.589577;47.377847;8.540502
2024-04-27T12:43:30.349765;Belfort;Annecy;TRUE;47.633374;6.853654;45.902139;6.121605
2024-04-27T12:43:39.553137;Belfort;Annemasse;TRUE;47.633374;6.853654;46.199355;6.236394
2024-04-27T12:42:31.346068;Belfort;Basel;TRUE;47.633374;6.853654;47.547412;7.589577
2024-04-27T12:43:59.389132;Belfort;Belfort;FALSE;;;;
2024-04-27T12:43:53.283709;Belfort;Bellegarde-sur-Valserine;TRUE;47.633374;6.853654;46.110945;5.825947
2024-04-27T12:42:41.174506;Belfort;Bern;TRUE;47.633374;6.853654;46.948832;7.439136
2024-04-27T12:44:00.118706;Belfort;Besançon;TRUE;47.633374;6.853654;47.247349;6.022024
2024-04-27T12:42:54.177188;Belfort;Biel/Bienne;TRUE;47.633374;6.853654;47.132902;7.242918
2024-04-27T12:44:08.738461;Belfort;Bourg-en-Bresse;TRUE;47.633374;6.853654;46.199963;5.214758
2024-04-27T12:44:47.023496;Belfort;Chalon-sur-Saône;TRUE;47.633374;6.853654;46.781779;4.843397
2024-04-27T12:43:43.844877;Belfort;Chambéry;TRUE;47.633374;6.853654;45.571531;5.919711
2024-04-27T12:43:09.847154;Belfort;Chur;TRUE;47.633374;6.853654;46.853078;9.528939
2024-04-27T12:44:38.319730;Belfort;Colmar;TRUE;47.633374;6.853654;48.072472;7.346578
2024-04-27T12:44:05.084941;Belfort;Dijon;TRUE;47.633374;6.853654;47.322954;5.026144
2024-04-27T12:43:21.432781;Belfort;Emmen;TRUE;47.633374;6.853654;47.070593;8.282565
2024-04-27T12:43:58.710266;Belfort;Évian-les-Bains;TRUE;47.633374;6.853654;46.397777;6.577758
2024-04-27T12:43:03.911317;Belfort;Fribourg;TRUE;47.633374;6.853654;46.803151;7.151052
2024-04-27T12:42:34.022454;Belfort;Geneva;TRUE;47.633374;6.853654;46.210228;6.142435
2024-04-27T12:45:07.926267;Belfort;Gland;TRUE;47.633374;6.853654;46.419998;6.269128
2024-04-27T12:44:15.810331;Belfort;Grenoble;TRUE;47.633374;6.853654;45.191238;5.714087
2024-04-27T12:42:58.894318;Belfort;Köniz;TRUE;47.633374;6.853654;46.924606;7.414912
2024-04-27T12:43:01.155414;Belfort;La Chaux-de-Fonds;TRUE;47.633374;6.853654;47.09838;6.825994
2024-04-27T12:43:24.577296;Belfort;Lancy;TRUE;47.633374;6.853654;46.18596;6.124929
